Noun;Count;Relative_Frequency;Corpus
halogen;1;0.00%;BAWE
hampers;1;0.00%;BAWE
happening;1;0.00%;BAWE
happenings;1;0.00%;BAWE
happiness;1;0.00%;BAWE
hardware;1;0.00%;BAWE
Harvester;1;0.00%;BAWE
HAT;1;0.00%;BAWE
hatch;1;0.00%;BAWE
headlines;1;0.00%;BAWE
heads;1;0.00%;BAWE
hearers;1;0.00%;BAWE
hearing;1;0.00%;BAWE
heartbeat;1;0.00%;BAWE
helix;1;0.00%;BAWE
Hell;1;0.00%;BAWE
Hepple;1;0.00%;BAWE
herbs;1;0.00%;BAWE
heritage;1;0.00%;BAWE
heroicness;1;0.00%;BAWE
hewne;1;0.00%;BAWE
hi-earners;1;0.00%;BAWE
hifi;1;0.00%;BAWE
hindsight;1;0.00%;BAWE
hinges;1;0.00%;BAWE
historical-realism;1;0.00%;BAWE
historiographer;1;0.00%;BAWE
historiography;1;0.00%;BAWE
hits;1;0.00%;BAWE
hob;1;0.00%;BAWE
hobby;1;0.00%;BAWE
Hoepfner;1;0.00%;BAWE
hole;1;0.00%;BAWE
hole-filling;1;0.00%;BAWE
Holyroodhouse;1;0.00%;BAWE
homebox;1;0.00%;BAWE
homecoming;1;0.00%;BAWE
homedomain;1;0.00%;BAWE
homeobox;1;0.00%;BAWE
homodimers;1;0.00%;BAWE
homosexuality;1;0.00%;BAWE
honour;1;0.00%;BAWE
hoof;1;0.00%;BAWE
hopelessness;1;0.00%;BAWE
hopes;1;0.00%;BAWE
horn;1;0.00%;BAWE
horrors;1;0.00%;BAWE
horsepower;1;0.00%;BAWE
hospitalisation;1;0.00%;BAWE
hour;1;0.00%;BAWE
houses;1;0.00%;BAWE
hp;1;0.00%;BAWE
http;1;0.00%;BAWE
Huczynski;1;0.00%;BAWE
humerus/femur;1;0.00%;BAWE
humidity;1;0.00%;BAWE
humorist;1;0.00%;BAWE
humus;1;0.00%;BAWE
hunting;1;0.00%;BAWE
Hurricanes;1;0.00%;BAWE
husbandry;1;0.00%;BAWE
husbands;1;0.00%;BAWE
Hydroponics;1;0.00%;BAWE
hypoacetylation;1;0.00%;BAWE
hypocrisy;1;0.00%;BAWE
hypothalamus;1;0.00%;BAWE
hysteria;1;0.00%;BAWE
I'le;1;0.00%;BAWE
ici;1;0.00%;BAWE
icons;1;0.00%;BAWE
ID;1;0.00%;BAWE
ideal;1;0.00%;BAWE
ideals;1;0.00%;BAWE
identifies;1;0.00%;BAWE
ideologies;1;0.00%;BAWE
iga;1;0.00%;BAWE
IgG;1;0.00%;BAWE
illusion;1;0.00%;BAWE
imitation;1;0.00%;BAWE
Immuneoprecipitation;1;0.00%;BAWE
immunology;1;0.00%;BAWE
imperfections;1;0.00%;BAWE
improvements;1;0.00%;BAWE
in-patient;1;0.00%;BAWE
inability;1;0.00%;BAWE
inactivation;1;0.00%;BAWE
inadequacy;1;0.00%;BAWE
inappropriateness;1;0.00%;BAWE
incentive;1;0.00%;BAWE
incest;1;0.00%;BAWE
incidences;1;0.00%;BAWE
incident;1;0.00%;BAWE
inclines;1;0.00%;BAWE
inclusion/exclusion;1;0.00%;BAWE
incomes;1;0.00%;BAWE
incontinence;1;0.00%;BAWE
inconvenience;1;0.00%;BAWE
independence;1;0.00%;BAWE
independent;1;0.00%;BAWE
Indian;1;0.00%;BAWE
indifference;1;0.00%;BAWE
individual/state;1;0.00%;BAWE
individualist;1;0.00%;BAWE
industrialization;1;0.00%;BAWE
ineffectiveness;1;0.00%;BAWE
inefficiency;1;0.00%;BAWE
infancy;1;0.00%;BAWE
infarction;1;0.00%;BAWE
inferences;1;0.00%;BAWE
Infirmary;1;0.00%;BAWE
Inflation;1;0.00%;BAWE
inflow;1;0.00%;BAWE
inhibtor;1;0.00%;BAWE
initiative;1;0.00%;BAWE
inlet;1;0.00%;BAWE
Innatism;1;0.00%;BAWE
innovations;1;0.00%;BAWE
inpatient;1;0.00%;BAWE
input-output;1;0.00%;BAWE
insiders;1;0.00%;BAWE
insistence;1;0.00%;BAWE
Inspection;1;0.00%;BAWE
instigator;1;0.00%;BAWE
instincts;1;0.00%;BAWE
instruments;1;0.00%;BAWE
insult;1;0.00%;BAWE
insults;1;0.00%;BAWE
integrity;1;0.00%;BAWE
intellectual;1;0.00%;BAWE
intensities;1;0.00%;BAWE
inter-subjectivity;1;0.00%;BAWE
interactionist;1;0.00%;BAWE
interfaces;1;0.00%;BAWE
interlanguage;1;0.00%;BAWE
internationals;1;0.00%;BAWE
internet-sites;1;0.00%;BAWE
interpretivist;1;0.00%;BAWE
Interrelationship;1;0.00%;BAWE
interrelationships;1;0.00%;BAWE
intersection;1;0.00%;BAWE
intertextuality;1;0.00%;BAWE
interviewee;1;0.00%;BAWE
intra-;1;0.00%;BAWE
intrigue;1;0.00%;BAWE
iota;1;0.00%;BAWE
iron;1;0.00%;BAWE
irony;1;0.00%;BAWE
ision;1;0.00%;BAWE
isoform;1;0.00%;BAWE
isolation;1;0.00%;BAWE
italics;1;0.00%;BAWE
items;1;0.00%;BAWE
itself-visiting;1;0.00%;BAWE
J.P;1;0.00%;BAWE
Janik;1;0.00%;BAWE
jealousy;1;0.00%;BAWE
jeune;1;0.00%;BAWE
Jews;1;0.00%;BAWE
journey;1;0.00%;BAWE
Journeying;1;0.00%;BAWE
Judgement;1;0.00%;BAWE
judgment;1;0.00%;BAWE
judgments;1;0.00%;BAWE
junction;1;0.00%;BAWE
kaloi;1;0.00%;BAWE
kalos;1;0.00%;BAWE
Keeping;1;0.00%;BAWE
kernel;1;0.00%;BAWE
key;1;0.00%;BAWE
kidneys;1;0.00%;BAWE
killing;1;0.00%;BAWE
kinases;1;0.00%;BAWE
kinetochores;1;0.00%;BAWE
kingdom;1;0.00%;BAWE
knapsack;1;0.00%;BAWE
koilonychia;1;0.00%;BAWE
kosiena;1;0.00%;BAWE
Kotler;1;0.00%;BAWE
Kotter;1;0.00%;BAWE
Krashen;1;0.00%;BAWE
KW;1;0.00%;BAWE
l'habit;1;0.00%;BAWE
labels;1;0.00%;BAWE
Labourer;1;0.00%;BAWE
laments;1;0.00%;BAWE
language/reality;1;0.00%;BAWE
Lapiths;1;0.00%;BAWE
laptops;1;0.00%;BAWE
laser;1;0.00%;BAWE
laughter;1;0.00%;BAWE
layers;1;0.00%;BAWE
layouts;1;0.00%;BAWE
ld;1;0.00%;BAWE
lead;1;0.00%;BAWE
leak;1;0.00%;BAWE
Leap;1;0.00%;BAWE
leave;1;0.00%;BAWE
leave-left;1;0.00%;BAWE
lecturer;1;0.00%;BAWE
lecturers;1;0.00%;BAWE
leeway;1;0.00%;BAWE
Legend;1;0.00%;BAWE
Legislations;1;0.00%;BAWE
legume;1;0.00%;BAWE
Lemeshow;1;0.00%;BAWE
lengths;1;0.00%;BAWE
lens;1;0.00%;BAWE
lesion;1;0.00%;BAWE
lethality;1;0.00%;BAWE
letter;1;0.00%;BAWE
leuconychia;1;0.00%;BAWE
lexis;1;0.00%;BAWE
liabilities;1;0.00%;BAWE
liability;1;0.00%;BAWE
libert;1;0.00%;BAWE
library;1;0.00%;BAWE
lies;1;0.00%;BAWE
lifestyles;1;0.00%;BAWE
lifetime;1;0.00%;BAWE
lighting;1;0.00%;BAWE
lights;1;0.00%;BAWE
like;1;0.00%;BAWE
likes;1;0.00%;BAWE
limbness;1;0.00%;BAWE
limericks.;1;0.00%;BAWE
limits;1;0.00%;BAWE
Linguistics;1;0.00%;BAWE
liquidity;1;0.00%;BAWE
listener;1;0.00%;BAWE
listings;1;0.00%;BAWE
lists;1;0.00%;BAWE
literacy;1;0.00%;BAWE
literatures;1;0.00%;BAWE
lithography;1;0.00%;BAWE
litigation;1;0.00%;BAWE
loads;1;0.00%;BAWE
loans;1;0.00%;BAWE
Local;1;0.00%;BAWE
locks;1;0.00%;BAWE
Locomotor;1;0.00%;BAWE
locus;1;0.00%;BAWE
lottery;1;0.00%;BAWE
Lure;1;0.00%;BAWE
luxury;1;0.00%;BAWE
lying-in;1;0.00%;BAWE
lympadenopathy;1;0.00%;BAWE
lymphadenopathy;1;0.00%;BAWE
lymphocytes;1;0.00%;BAWE
M.A.;1;0.00%;BAWE
M.D.;1;0.00%;BAWE
mAbs;1;0.00%;BAWE
macahine;1;0.00%;BAWE
machine;1;0.00%;BAWE
machineries;1;0.00%;BAWE
macro;1;0.00%;BAWE
macro-nutrients;1;0.00%;BAWE
macromolecules;1;0.00%;BAWE
madder;1;0.00%;BAWE
magnet;1;0.00%;BAWE
maiden;1;0.00%;BAWE
mailing;1;0.00%;BAWE
majesty;1;0.00%;BAWE
makes;1;0.00%;BAWE
Malaguti;1;0.00%;BAWE
male-dominance;1;0.00%;BAWE
male-dominated;1;0.00%;BAWE
Malice;1;0.00%;BAWE
man-midwives;1;0.00%;BAWE
manifestation;1;0.00%;BAWE
manipulations;1;0.00%;BAWE
mankinds;1;0.00%;BAWE
manometer;1;0.00%;BAWE
manpower;1;0.00%;BAWE
mantra;1;0.00%;BAWE
manufacture;1;0.00%;BAWE
Maras;1;0.00%;BAWE
marker;1;0.00%;BAWE
markers;1;0.00%;BAWE
marketability;1;0.00%;BAWE
markings;1;0.00%;BAWE
Markus;1;0.00%;BAWE
Marquis;1;0.00%;BAWE
Martens;1;0.00%;BAWE
Marxism;1;0.00%;BAWE
masque;1;0.00%;BAWE
masquerade;1;0.00%;BAWE
master;1;0.00%;BAWE
masturbation;1;0.00%;BAWE
materiality;1;0.00%;BAWE
matron;1;0.00%;BAWE
maturity;1;0.00%;BAWE
May2004-April2005;1;0.00%;BAWE
Mc;1;0.00%;BAWE
measures;1;0.00%;BAWE
measuring;1;0.00%;BAWE
mediastinum;1;0.00%;BAWE
mediators;1;0.00%;BAWE
medium;1;0.00%;BAWE
meiosis;1;0.00%;BAWE
melaena;1;0.00%;BAWE
melodrama;1;0.00%;BAWE
Melodramas;1;0.00%;BAWE
membrane;1;0.00%;BAWE
memoir;1;0.00%;BAWE
mentalits;1;0.00%;BAWE
Merikangas;1;0.00%;BAWE
Mery;1;0.00%;BAWE
messaging;1;0.00%;BAWE
meta-discourse;1;0.00%;BAWE
Meta-mimesis;1;0.00%;BAWE
metasociologists;1;0.00%;BAWE
Metasociology;1;0.00%;BAWE
metres;1;0.00%;BAWE
mg;1;0.00%;BAWE
micro-model;1;0.00%;BAWE
micro-organism;1;0.00%;BAWE
micro-organisms;1;0.00%;BAWE
microns;1;0.00%;BAWE
Microscop;1;0.00%;BAWE
microwave;1;0.00%;BAWE
Middleton-model;1;0.00%;BAWE
migration;1;0.00%;BAWE
Mild;1;0.00%;BAWE
Mile;1;0.00%;BAWE
mill;1;0.00%;BAWE
miller;1;0.00%;BAWE
mindset;1;0.00%;BAWE
mine;1;0.00%;BAWE
miner;1;0.00%;BAWE
mining;1;0.00%;BAWE
minister;1;0.00%;BAWE
Minster;1;0.00%;BAWE
minutes;1;0.00%;BAWE
mis-localisation;1;0.00%;BAWE
miscreants;1;0.00%;BAWE
mise-en-scne;1;0.00%;BAWE
mission;1;0.00%;BAWE
mist;1;0.00%;BAWE
mitogen;1;0.00%;BAWE
mixture;1;0.00%;BAWE
mm;1;0.00%;BAWE
mobilisation;1;0.00%;BAWE
mobility;1;0.00%;BAWE
modelling;1;0.00%;BAWE
Mol;1;0.00%;BAWE
mole;1;0.00%;BAWE
monkey;1;0.00%;BAWE
mono-;1;0.00%;BAWE
mono-methyl;1;0.00%;BAWE
monographs;1;0.00%;BAWE
monopoly;1;0.00%;BAWE
month;1;0.00%;BAWE
moods;1;0.00%;BAWE
morale;1;0.00%;BAWE
moralist;1;0.00%;BAWE
morals;1;0.00%;BAWE
moratorium;1;0.00%;BAWE
morphogenesis;1;0.00%;BAWE
morphologies;1;0.00%;BAWE
morrow;1;0.00%;BAWE
mortals;1;0.00%;BAWE
Moscucci;1;0.00%;BAWE
Motherhood;1;0.00%;BAWE
motif;1;0.00%;BAWE
motivations;1;0.00%;BAWE
motivator;1;0.00%;BAWE
motive;1;0.00%;BAWE
motorists;1;0.00%;BAWE
moulding;1;0.00%;BAWE
Mount;1;0.00%;BAWE
Moutinho;1;0.00%;BAWE
moving;1;0.00%;BAWE
MP;1;0.00%;BAWE
Mrs;1;0.00%;BAWE
multimedia;1;0.00%;BAWE
multinationals;1;0.00%;BAWE
multipacks;1;0.00%;BAWE
Mum;1;0.00%;BAWE
muscle;1;0.00%;BAWE
museums;1;0.00%;BAWE
music;1;0.00%;BAWE
mycorrhizae;1;0.00%;BAWE
myeloma;1;0.00%;BAWE
mysteries;1;0.00%;BAWE
mythologizing;1;0.00%;BAWE
N-terminus;1;0.00%;BAWE
nail;1;0.00%;BAWE
narrators;1;0.00%;BAWE
natives;1;0.00%;BAWE
nausea;1;0.00%;BAWE
navel;1;0.00%;BAWE
Navy;1;0.00%;BAWE
nebuliser;1;0.00%;BAWE
necessities;1;0.00%;BAWE
necks;1;0.00%;BAWE
neighbour;1;0.00%;BAWE
neighbours;1;0.00%;BAWE
newsletter;1;0.00%;BAWE
newspaper;1;0.00%;BAWE
niche;1;0.00%;BAWE
nit;1;0.00%;BAWE
nobler;1;0.00%;BAWE
non-conformity;1;0.00%;BAWE
non-Greek;1;0.00%;BAWE
non-Greeks;1;0.00%;BAWE
non-standard;1;0.00%;BAWE
norm;1;0.00%;BAWE
nos;1;0.00%;BAWE
nose;1;0.00%;BAWE
nothingness;1;0.00%;BAWE
novelist;1;0.00%;BAWE
novelists;1;0.00%;BAWE
novelty;1;0.00%;BAWE
nuclease;1;0.00%;BAWE
nuclei;1;0.00%;BAWE
nudity;1;0.00%;BAWE
nuisance;1;0.00%;BAWE
nus;1;0.00%;BAWE
Oaks;1;0.00%;BAWE
obedience;1;0.00%;BAWE
objective;1;0.00%;BAWE
objective(s);1;0.00%;BAWE
objectives(s);1;0.00%;BAWE
observance;1;0.00%;BAWE
obstetrics;1;0.00%;BAWE
Occupations;1;0.00%;BAWE
occupier;1;0.00%;BAWE
occupiers;1;0.00%;BAWE
occurrence;1;0.00%;BAWE
octamers;1;0.00%;BAWE
off-limit;1;0.00%;BAWE
offences;1;0.00%;BAWE
Offender;1;0.00%;BAWE
offensive;1;0.00%;BAWE
offering;1;0.00%;BAWE
Officer;1;0.00%;BAWE
offices;1;0.00%;BAWE
olds;1;0.00%;BAWE
oligosaccharides;1;0.00%;BAWE
Omeprazole;1;0.00%;BAWE
onion;1;0.00%;BAWE
onlooker;1;0.00%;BAWE
ontology;1;0.00%;BAWE
opening-up;1;0.00%;BAWE
operating/target;1;0.00%;BAWE
Opin;1;0.00%;BAWE
oppositions;1;0.00%;BAWE
optimism;1;0.00%;BAWE
Oraganisation;1;0.00%;BAWE
oraia;1;0.00%;BAWE
orange;1;0.00%;BAWE
ordeal;1;0.00%;BAWE
organ;1;0.00%;BAWE
organizer;1;0.00%;BAWE
organs;1;0.00%;BAWE
orientation;1;0.00%;BAWE
orthophosphates;1;0.00%;BAWE
oscillations;1;0.00%;BAWE
Ote;1;0.00%;BAWE
out-put;1;0.00%;BAWE
outages;1;0.00%;BAWE
outburst;1;0.00%;BAWE
outcast;1;0.00%;BAWE
outcomes/results;1;0.00%;BAWE
outcry;1;0.00%;BAWE
outputs;1;0.00%;BAWE
outputs-responses;1;0.00%;BAWE
Outreach;1;0.00%;BAWE
oven;1;0.00%;BAWE
over;1;0.00%;BAWE
over-application;1;0.00%;BAWE
over-eating;1;0.00%;BAWE
over-specialist;1;0.00%;BAWE
overall;1;0.00%;BAWE
oversight;1;0.00%;BAWE
Ovid;1;0.00%;BAWE
owners;1;0.00%;BAWE
ownership;1;0.00%;BAWE
oxidation;1;0.00%;BAWE
oxygen;1;0.00%;BAWE
p-value;1;0.00%;BAWE
P/;1;0.00%;BAWE
pack;1;0.00%;BAWE
packs;1;0.00%;BAWE
paddle;1;0.00%;BAWE
pads;1;0.00%;BAWE
pairing;1;0.00%;BAWE
pairs;1;0.00%;BAWE
palmar;1;0.00%;BAWE
palpation;1;0.00%;BAWE
papers;1;0.00%;BAWE
par;1;0.00%;BAWE
paracetamol;1;0.00%;BAWE
paradigms;1;0.00%;BAWE
parallax;1;0.00%;BAWE
parallel;1;0.00%;BAWE
paranoia;1;0.00%;BAWE
parasthesiae;1;0.00%;BAWE
parole;1;0.00%;BAWE
Parr;1;0.00%;BAWE
participant;1;0.00%;BAWE
participation;1;0.00%;BAWE
Participation/Role;1;0.00%;BAWE
Partitioning;1;0.00%;BAWE
partnerships;1;0.00%;BAWE
passenger;1;0.00%;BAWE
passing;1;0.00%;BAWE
patents;1;0.00%;BAWE
pathogen;1;0.00%;BAWE
pathogens;1;0.00%;BAWE
pathways;1;0.00%;BAWE
patriarchy;1;0.00%;BAWE
patterning.;1;0.00%;BAWE
payment;1;0.00%;BAWE
pbych;1;0.00%;BAWE
PC;1;0.00%;BAWE
Pcryche;1;0.00%;BAWE
peasants;1;0.00%;BAWE
pedal;1;0.00%;BAWE
pedestal;1;0.00%;BAWE
Peers;1;0.00%;BAWE
penalties;1;0.00%;BAWE
penetration;1;0.00%;BAWE
peptide;1;0.00%;BAWE
Percussion;1;0.00%;BAWE
perfection;1;0.00%;BAWE
pericardium;1;0.00%;BAWE
periphery;1;0.00%;BAWE
perpendicular;1;0.00%;BAWE
persistence;1;0.00%;BAWE
pestilence;1;0.00%;BAWE
petal;1;0.00%;BAWE
Pharcys;1;0.00%;BAWE
phenomena;1;0.00%;BAWE
phones;1;0.00%;BAWE
phosphatases;1;0.00%;BAWE
photo;1;0.00%;BAWE
photographs;1;0.00%;BAWE
photos;1;0.00%;BAWE
Physiology;1;0.00%;BAWE
pi;1;0.00%;BAWE
Pica;1;0.00%;BAWE
pictures;1;0.00%;BAWE
pigeons;1;0.00%;BAWE
pigments;1;0.00%;BAWE
pilot;1;0.00%;BAWE
Pin;1;0.00%;BAWE
pipe;1;0.00%;BAWE
pipes;1;0.00%;BAWE
pistil;1;0.00%;BAWE
placenta;1;0.00%;BAWE
Plains;1;0.00%;BAWE
plane;1;0.00%;BAWE
plans;1;0.00%;BAWE
plant-derived;1;0.00%;BAWE
Plasticity;1;0.00%;BAWE
plates;1;0.00%;BAWE
plausibility;1;0.00%;BAWE
player;1;0.00%;BAWE
pleasure;1;0.00%;BAWE
Pledge;1;0.00%;BAWE
ploughshare;1;0.00%;BAWE
poetry;1;0.00%;BAWE
poets;1;0.00%;BAWE
pointer;1;0.00%;BAWE
polarisation;1;0.00%;BAWE
polarization;1;0.00%;BAWE
policing;1;0.00%;BAWE
policy-makers;1;0.00%;BAWE
policymaker;1;0.00%;BAWE
Politi;1;0.00%;BAWE
politicians;1;0.00%;BAWE
polymerase;1;0.00%;BAWE
polypeptide;1;0.00%;BAWE
poo;1;0.00%;BAWE
popery;1;0.00%;BAWE
popularisation;1;0.00%;BAWE
porpoise;1;0.00%;BAWE
portions;1;0.00%;BAWE
Portuguese;1;0.00%;BAWE
Post-purchase;1;0.00%;BAWE
postcode;1;0.00%;BAWE
posterior;1;0.00%;BAWE
posterity;1;0.00%;BAWE
posters;1;0.00%;BAWE
postgraduate;1;0.00%;BAWE
Postmodernists;1;0.00%;BAWE
Posts;1;0.00%;BAWE
Poststructuralism;1;0.00%;BAWE
potency;1;0.00%;BAWE
Pout/Pin;1;0.00%;BAWE
powers;1;0.00%;BAWE
pp;1;0.00%;BAWE
PR;1;0.00%;BAWE
practise;1;0.00%;BAWE
practitioners;1;0.00%;BAWE
praise;1;0.00%;BAWE
pre-patterns;1;0.00%;BAWE
precedent;1;0.00%;BAWE
precipitation;1;0.00%;BAWE
Precursors;1;0.00%;BAWE
predictions;1;0.00%;BAWE
predilections;1;0.00%;BAWE
preferences;1;0.00%;BAWE
prejudice;1;0.00%;BAWE
premise;1;0.00%;BAWE
prerequisite;1;0.00%;BAWE
Prescription/medical;1;0.00%;BAWE
prescriptions;1;0.00%;BAWE
prestige;1;0.00%;BAWE
pretence;1;0.00%;BAWE
price-cutting;1;0.00%;BAWE
priest;1;0.00%;BAWE
priests;1;0.00%;BAWE
primacy;1;0.00%;BAWE
primers;1;0.00%;BAWE
principals;1;0.00%;BAWE
Printing;1;0.00%;BAWE
pris;1;0.00%;BAWE
privileges;1;0.00%;BAWE
Prize;1;0.00%;BAWE
PRO;1;0.00%;BAWE
procedure;1;0.00%;BAWE
Proceedings;1;0.00%;BAWE
produce;1;0.00%;BAWE
producer;1;0.00%;BAWE
production/shop;1;0.00%;BAWE
products---Value;1;0.00%;BAWE
professional;1;0.00%;BAWE
Professions;1;0.00%;BAWE
professors;1;0.00%;BAWE
Profitability;1;0.00%;BAWE
profiteering;1;0.00%;BAWE
progenitors;1;0.00%;BAWE
promisor;1;0.00%;BAWE
promoter;1;0.00%;BAWE
pronoun;1;0.00%;BAWE
propensity;1;0.00%;BAWE
prophecy;1;0.00%;BAWE
propriety;1;0.00%;BAWE
prose;1;0.00%;BAWE
prospect;1;0.00%;BAWE
Prospects;1;0.00%;BAWE
prostitutes;1;0.00%;BAWE
prostitution;1;0.00%;BAWE
proteases;1;0.00%;BAWE
protest;1;0.00%;BAWE
Protestantism;1;0.00%;BAWE
proton;1;0.00%;BAWE
provability;1;0.00%;BAWE
provider;1;0.00%;BAWE
pspyche.;1;0.00%;BAWE
PSUSU;1;0.00%;BAWE
psychoanalysis;1;0.00%;BAWE
psycholinguists;1;0.00%;BAWE
psychotypology;1;0.00%;BAWE
ptych;1;0.00%;BAWE
pub;1;0.00%;BAWE
Punter;1;0.00%;BAWE
pupil;1;0.00%;BAWE
purchasers;1;0.00%;BAWE
purchases;1;0.00%;BAWE
Puritan;1;0.00%;BAWE
puritans;1;0.00%;BAWE
pyre;1;0.00%;BAWE
Q/fpD3;1;0.00%;BAWE
quadrant;1;0.00%;BAWE
quadrants;1;0.00%;BAWE
qualification;1;0.00%;BAWE
quantum;1;0.00%;BAWE
quarrel;1;0.00%;BAWE
quarter;1;0.00%;BAWE
quest;1;0.00%;BAWE
questioning;1;0.00%;BAWE
questionnaire;1;0.00%;BAWE
questionnaires;1;0.00%;BAWE
queue;1;0.00%;BAWE
quotes;1;0.00%;BAWE
R-fng;1;0.00%;BAWE
radar;1;0.00%;BAWE
radiation;1;0.00%;BAWE
rail;1;0.00%;BAWE
rails;1;0.00%;BAWE
rainfall;1;0.00%;BAWE
Rainsborough;1;0.00%;BAWE
ramble;1;0.00%;BAWE
ramifications;1;0.00%;BAWE
rat;1;0.00%;BAWE
rationale;1;0.00%;BAWE
rationalism;1;0.00%;BAWE
rationality;1;0.00%;BAWE
rays;1;0.00%;BAWE
RCAS;1;0.00%;BAWE
Realia;1;0.00%;BAWE
realisation;1;0.00%;BAWE
realists;1;0.00%;BAWE
realization;1;0.00%;BAWE
Rearmament;1;0.00%;BAWE
Reassurance;1;0.00%;BAWE
rebellion;1;0.00%;BAWE
rebels;1;0.00%;BAWE
rebuttal;1;0.00%;BAWE
rebuttals;1;0.00%;BAWE
receivers;1;0.00%;BAWE
recess;1;0.00%;BAWE
recitals;1;0.00%;BAWE
recombinant;1;0.00%;BAWE
recommendation;1;0.00%;BAWE
recount;1;0.00%;BAWE
recourse;1;0.00%;BAWE
recovery;1;0.00%;BAWE
recruits;1;0.00%;BAWE
recycling;1;0.00%;BAWE
redefining;1;0.00%;BAWE
Refinement;1;0.00%;BAWE
reflections;1;0.00%;BAWE
Reformist;1;0.00%;BAWE
Refrigeration;1;0.00%;BAWE
refutation;1;0.00%;BAWE
regicide;1;0.00%;BAWE
regime;1;0.00%;BAWE
Regionalism;1;0.00%;BAWE
registers;1;0.00%;BAWE
Registration;1;0.00%;BAWE
regresses;1;0.00%;BAWE
rehabilitation;1;0.00%;BAWE
rehearsal;1;0.00%;BAWE
reinforcement;1;0.00%;BAWE
reject;1;0.00%;BAWE
relaxation;1;0.00%;BAWE
relay;1;0.00%;BAWE
releases;1;0.00%;BAWE
relief;1;0.00%;BAWE
remark;1;0.00%;BAWE
remarks;1;0.00%;BAWE
remedies;1;0.00%;BAWE
reminder;1;0.00%;BAWE
renewal;1;0.00%;BAWE
repayments;1;0.00%;BAWE
repercussions;1;0.00%;BAWE
repertoire;1;0.00%;BAWE
repetitions;1;0.00%;BAWE
replenishment;1;0.00%;BAWE
reply;1;0.00%;BAWE
reports;1;0.00%;BAWE
repression;1;0.00%;BAWE
repressor;1;0.00%;BAWE
reproduction;1;0.00%;BAWE
requests;1;0.00%;BAWE
Resarch;1;0.00%;BAWE
researchers;1;0.00%;BAWE
resentment;1;0.00%;BAWE
residue;1;0.00%;BAWE
resources/competences;1;0.00%;BAWE
Respiration;1;0.00%;BAWE
respondent;1;0.00%;BAWE
respondents;1;0.00%;BAWE
responses;1;0.00%;BAWE
restraint;1;0.00%;BAWE
restriction;1;0.00%;BAWE
Retail;1;0.00%;BAWE
retinaldehyde;1;0.00%;BAWE
retrenchment;1;0.00%;BAWE
retrieval;1;0.00%;BAWE
reverberations;1;0.00%;BAWE
reverse;1;0.00%;BAWE
Revolutions;1;0.00%;BAWE
reworker;1;0.00%;BAWE
rhythm;1;0.00%;BAWE
rhythms;1;0.00%;BAWE
ride;1;0.00%;BAWE
ridicule;1;0.00%;BAWE
Rieu;1;0.00%;BAWE
rings;1;0.00%;BAWE
rivals;1;0.00%;BAWE
roads;1;0.00%;BAWE
rocks;1;0.00%;BAWE
root;1;0.00%;BAWE
roots;1;0.00%;BAWE
roses;1;0.00%;BAWE
router;1;0.00%;BAWE
Roux;1;0.00%;BAWE
rows;1;0.00%;BAWE
RS;1;0.00%;BAWE
rugby;1;0.00%;BAWE
ruling;1;0.00%;BAWE
rumours;1;0.00%;BAWE
running;1;0.00%;BAWE
Runs;1;0.00%;BAWE
rvanchiste;1;0.00%;BAWE
sa;1;0.00%;BAWE
sacrifices;1;0.00%;BAWE
saga;1;0.00%;BAWE
sags;1;0.00%;BAWE
sake;1;0.00%;BAWE
salad;1;0.00%;BAWE
salience;1;0.00%;BAWE
salts;1;0.00%;BAWE
samples;1;0.00%;BAWE
sampling;1;0.00%;BAWE
sanctity;1;0.00%;BAWE
sand;1;0.00%;BAWE
sandwich;1;0.00%;BAWE
sauna;1;0.00%;BAWE
SBU;1;0.00%;BAWE
scaffold;1;0.00%;BAWE
scars;1;0.00%;BAWE
scenario;1;0.00%;BAWE
scenes;1;0.00%;BAWE
scepticism;1;0.00%;BAWE
schema;1;0.00%;BAWE
schemata;1;0.00%;BAWE
Schizophrenia;1;0.00%;BAWE
Sci;1;0.00%;BAWE
Sciences;1;0.00%;BAWE
scientist;1;0.00%;BAWE
sclera;1;0.00%;BAWE
score;1;0.00%;BAWE
scrutiny;1;0.00%;BAWE
scum;1;0.00%;BAWE
season;1;0.00%;BAWE
seats;1;0.00%;BAWE
secondary;1;0.00%;BAWE
seconds;1;0.00%;BAWE
secrecy;1;0.00%;BAWE
secularisation;1;0.00%;BAWE
seedlings;1;0.00%;BAWE
self-justification;1;0.00%;BAWE
self-sufficiency;1;0.00%;BAWE
selfe;1;0.00%;BAWE
selfness;1;0.00%;BAWE
Semiotica;1;0.00%;BAWE
semiotics;1;0.00%;BAWE
seniors;1;0.00%;BAWE
sensationalist;1;0.00%;BAWE
sensitivities;1;0.00%;BAWE
sensors;1;0.00%;BAWE
sequences;1;0.00%;BAWE
serine;1;0.00%;BAWE
servants;1;0.00%;BAWE
servitude;1;0.00%;BAWE
sesamoid;1;0.00%;BAWE
sessions;1;0.00%;BAWE
shame;1;0.00%;BAWE
shaper;1;0.00%;BAWE
shaping;1;0.00%;BAWE
sheds;1;0.00%;BAWE
Sheet;1;0.00%;BAWE
sheets;1;0.00%;BAWE
ships;1;0.00%;BAWE
shock;1;0.00%;BAWE
shoes;1;0.00%;BAWE
shortcomings;1;0.00%;BAWE
shortening;1;0.00%;BAWE
